p2_points_won,p2_trend*server,p1_points_won,game_no*server,p1_place_ge*server,p2_games,elapsed_time,p1_games*server,p2_trend,return_depth_ND,point_no_to_start*server,server,rally_count,point_no_to_start,serve_width_BW,p1_trend,p2_games*server,p2_distance_run,speed_mph,p1_distance_run,point_no,game_no,p2_winner,serve_depth_NCTL,p1_games,past_time,past_time*server,p1_unf_err,last_time,serve_no,set_no*server,p1_trend*server
85,90.0,91,-4.0,-0.0,2,106.33333333333333,-1.0,-90.0,0,-5.0,-1,1.0,5,0,90.0,-2.0,7.014,105.0,8.104,176,4,0.0,0,1,2.666666666666657,-2.666666666666657,0.0,0.4833333333333343,2,-3.0,-90.0
86,91.0,91,-4.0,-0.0,2,107.05,-1.0,-91.0,1,-6.0,-1,8.0,6,0,91.0,-2.0,42.127,92.0,32.157,177,4,0.0,0,1,3.3833333333333258,-3.3833333333333258,0.0,0.3499999999999943,1,-3.0,-91.0
87,91.0,91,-4.0,-1.0,2,107.36666666666666,-1.0,-91.0,1,-7.0,-1,1.0,7,0,91.0,-2.0,4.52,101.0,5.517,178,4,0.0,1,1,3.6999999999999886,-3.6999999999999886,0.0,0.7166666666666686,1,-3.0,-91.0
88,-91.0,91,5.0,0.0,3,107.88333333333334,1.0,-91.0,0,0.0,1,3.0,0,0,91.0,3.0,12.046,100.0,10.683,179,5,0.0,1,1,0.0,0.0,0.0,0.3166666666666629,2,3.0,91.0
89,-91.0,91,5.0,0.0,3,108.36666666666666,1.0,-91.0,1,1.0,1,2.0,1,0,91.0,3.0,11.737,87.0,6.574,180,5,0.0,1,1,0.48333333333332007,0.48333333333332007,1.0,0.5166666666666799,2,3.0,91.0
89,-91.0,92,5.0,0.0,3,108.83333333333333,1.0,-91.0,0,2.0,1,2.0,2,1,91.0,3.0,11.504,88.0,7.632,181,5,0.0,1,1,0.9499999999999886,0.9499999999999886,1.0,0.48333333333332007,1,3.0,91.0
90,-92.0,92,5.0,0.0,3,109.13333333333334,1.0,-92.0,1,3.0,1,3.0,3,1,92.0,3.0,12.822,105.0,7.702,182,5,0.0,1,1,1.25,1.25,0.0,0.46666666666666856,2,3.0,92.0
91,-92.0,92,5.0,0.0,3,109.86666666666666,1.0,-92.0,0,4.0,1,10.0,4,0,92.0,3.0,40.475,91.0,37.954,183,5,1.0,0,1,1.98333333333332,1.98333333333332,0.0,0.30000000000001137,1,3.0,92.0
91,92.0,93,-6.0,-0.0,4,111.6,-1.0,-92.0,0,-0.0,-1,4.0,0,1,92.0,-4.0,18.117,114.0,14.983,184,6,1.0,1,1,0.0,-0.0,0.0,0.7333333333333201,2,-3.0,-92.0
92,93.0,93,-6.0,-1.0,4,112.2,-1.0,-93.0,1,-1.0,-1,6.0,1,0,93.0,-4.0,20.919,92.0,30.542,185,6,0.0,1,1,0.6000000000000085,-0.6000000000000085,0.0,1.7333333333333343,1,-3.0,-93.0
92,93.0,94,-6.0,-0.0,4,112.93333333333334,-1.0,-93.0,1,-2.0,-1,15.0,2,0,93.0,-4.0,55.598,109.0,56.85,186,6,1.0,1,1,1.3333333333333428,-1.3333333333333428,0.0,0.6000000000000085,1,-3.0,-93.0
92,94.0,95,-6.0,-1.0,4,113.38333333333334,-1.0,-94.0,0,-3.0,-1,4.0,3,0,94.0,-4.0,10.079,118.0,11.955,187,6,0.0,1,1,1.7833333333333456,-1.7833333333333456,0.0,0.7333333333333343,1,-3.0,-94.0
92,95.0,96,-6.0,-1.0,4,114.08333333333333,-1.0,-95.0,0,-4.0,-1,8.0,4,1,95.0,-4.0,37.652,97.0,37.95,188,6,0.0,1,1,2.4833333333333343,-2.4833333333333343,0.0,0.45000000000000284,1,-3.0,-95.0
92,-96.0,97,7.0,0.0,4,114.91666666666667,2.0,-96.0,0,0.0,1,12.0,0,0,96.0,4.0,54.94,112.0,48.13,189,7,0.0,1,2,0.0,0.0,0.0,0.6999999999999886,1,3.0,96.0
93,-97.0,97,7.0,1.0,4,115.18333333333334,2.0,-97.0,0,1.0,1,1.0,1,0,97.0,4.0,0.97,133.0,1.108,190,7,0.0,1,2,0.2666666666666657,0.2666666666666657,0.0,0.8333333333333428,2,3.0,97.0
93,-97.0,98,7.0,0.0,4,116.08333333333333,2.0,-97.0,0,2.0,1,10.0,2,1,97.0,4.0,44.041,98.0,48.926,191,7,0.0,0,2,1.1666666666666572,1.1666666666666572,0.0,0.2666666666666657,1,3.0,97.0
93,-98.0,99,7.0,1.0,4,116.43333333333334,2.0,-98.0,0,3.0,1,3.0,3,0,98.0,4.0,11.573,108.0,14.42,192,7,0.0,1,2,1.5166666666666657,1.5166666666666657,0.0,0.8999999999999915,2,3.0,98.0
93,-99.0,100,7.0,1.0,4,116.83333333333333,2.0,-99.0,0,4.0,1,1.0,4,0,99.0,4.0,3.577,84.0,4.995,193,7,0.0,1,2,1.9166666666666572,1.9166666666666572,0.0,0.3500000000000085,2,3.0,99.0
93,100.0,101,-8.0,-0.0,4,118.63333333333334,-3.0,-100.0,1,-0.0,-1,3.0,0,0,100.0,-4.0,10.414,86.0,10.673,194,8,0.0,0,3,0.0,-0.0,0.0,0.3999999999999915,2,-3.0,-100.0
94,101.0,101,-8.0,-1.0,4,119.06666666666666,-3.0,-101.0,1,-1.0,-1,2.0,1,0,101.0,-4.0,9.587,86.0,8.115,195,8,0.0,1,3,0.4333333333333229,-0.4333333333333229,0.0,1.8000000000000114,1,-3.0,-101.0
95,101.0,101,-8.0,-0.0,4,119.35,-3.0,-101.0,1,-2.0,-1,1.0,2,0,101.0,-4.0,3.264,116.0,2.27,196,8,1.0,1,3,0.7166666666666544,-0.7166666666666544,0.0,0.4333333333333229,2,-3.0,-101.0
95,101.0,102,-8.0,-0.0,4,120.1,-3.0,-101.0,1,-3.0,-1,3.0,3,0,101.0,-4.0,9.422,92.0,7.89,197,8,1.0,1,3,1.4666666666666544,-1.4666666666666544,0.0,0.28333333333333144,2,-3.0,-101.0
96,102.0,102,-8.0,-0.0,4,120.65,-3.0,-102.0,1,-4.0,-1,2.0,4,0,102.0,-4.0,13.103,91.0,17.452,198,8,0.0,0,3,2.0166666666666657,-2.0166666666666657,0.0,0.75,1,-3.0,-102.0
96,102.0,103,-8.0,-0.0,4,121.0,-3.0,-102.0,1,-5.0,-1,1.0,5,0,102.0,-4.0,0.872,101.0,1.213,199,8,1.0,0,3,2.36666666666666,-2.36666666666666,0.0,0.5500000000000114,1,-3.0,-102.0
96,103.0,104,-8.0,-0.0,4,121.43333333333334,-3.0,-103.0,0,-6.0,-1,4.0,6,0,103.0,-4.0,14.463,113.0,17.392,200,8,0.0,1,3,2.799999999999997,-2.799999999999997,0.0,0.3499999999999943,2,-3.0,-103.0
97,104.0,104,-8.0,-1.0,4,122.16666666666667,-3.0,-104.0,1,-7.0,-1,2.0,7,1,104.0,-4.0,13.813,94.0,13.685,201,8,0.0,1,3,3.5333333333333314,-3.5333333333333314,0.0,0.4333333333333371,1,-3.0,-104.0
97,104.0,105,-8.0,-0.0,4,122.58333333333333,-3.0,-104.0,0,-8.0,-1,3.0,8,0,104.0,-4.0,8.294,123.0,9.04,202,8,1.0,0,3,3.9499999999999886,-3.9499999999999886,0.0,0.7333333333333343,2,-3.0,-104.0
97,105.0,106,-8.0,-1.0,4,123.41666666666667,-3.0,-105.0,0,-9.0,-1,8.0,9,1,105.0,-4.0,33.82,86.0,26.121,203,8,0.0,1,3,4.783333333333331,-4.783333333333331,0.0,0.4166666666666572,1,-3.0,-105.0
97,-106.0,107,9.0,0.0,4,124.05,4.0,-106.0,0,0.0,1,2.0,0,0,106.0,4.0,9.095,109.0,8.201,204,9,0.0,1,4,0.0,0.0,0.0,0.8333333333333428,2,3.0,106.0
98,-107.0,107,9.0,1.0,4,124.6,4.0,-107.0,0,1.0,1,7.0,1,0,107.0,4.0,20.774,84.0,21.701,205,9,0.0,1,4,0.5499999999999972,0.5499999999999972,0.0,0.6333333333333258,2,3.0,107.0
99,-107.0,107,9.0,0.0,4,125.45,4.0,-107.0,1,2.0,1,10.0,2,0,107.0,4.0,36.341,92.0,38.946,206,9,0.0,1,4,1.4000000000000057,1.4000000000000057,0.0,0.5499999999999972,2,3.0,107.0
99,-107.0,108,9.0,0.0,4,126.03333333333333,4.0,-107.0,0,3.0,1,2.0,3,0,107.0,4.0,9.259,87.0,9.218,207,9,0.0,1,4,1.9833333333333343,1.9833333333333343,1.0,0.8500000000000085,1,3.0,107.0
99,-108.0,109,9.0,0.0,4,126.8,4.0,-108.0,1,4.0,1,13.0,4,0,108.0,4.0,43.684,112.0,49.974,208,9,0.0,1,4,2.75,2.75,0.0,0.5833333333333286,2,3.0,108.0
100,-109.0,109,9.0,1.0,4,127.88333333333334,4.0,-109.0,1,5.0,1,11.0,5,0,109.0,4.0,42.088,95.0,41.554,209,9,0.0,1,4,3.833333333333343,3.833333333333343,0.0,0.7666666666666657,2,3.0,109.0
100,-109.0,110,9.0,0.0,4,128.66666666666666,4.0,-109.0,1,6.0,1,6.0,6,0,109.0,4.0,27.267,90.0,21.022,210,9,0.0,0,4,4.61666666666666,4.61666666666666,1.0,1.0833333333333428,1,3.0,109.0
100,-110.0,111,9.0,1.0,4,129.06666666666666,4.0,-110.0,1,7.0,1,1.0,7,0,110.0,4.0,3.36,109.0,2.259,211,9,0.0,1,4,5.016666666666666,5.016666666666666,0.0,0.7833333333333172,1,3.0,110.0
101,111.0,111,-10.0,-0.0,4,130.86666666666667,-5.0,-111.0,1,-0.0,-1,1.0,0,0,111.0,-4.0,1.065,118.0,1.04,212,10,0.0,1,5,0.0,-0.0,0.0,0.4000000000000057,1,-3.0,-111.0
102,111.0,111,-10.0,-0.0,4,131.11666666666667,-5.0,-111.0,1,-1.0,-1,1.0,1,0,111.0,-4.0,3.626,115.0,4.268,213,10,0.0,1,5,0.25,-0.25,0.0,1.8000000000000114,1,-3.0,-111.0
103,111.0,111,-10.0,-0.0,4,131.35,-5.0,-111.0,1,-2.0,-1,1.0,2,0,111.0,-4.0,5.002,101.0,8.215,214,10,1.0,1,5,0.48333333333332007,-0.48333333333332007,0.0,0.25,2,-3.0,-111.0
104,111.0,111,-10.0,-0.0,4,131.95,-5.0,-111.0,0,-3.0,-1,9.0,3,0,111.0,-4.0,26.104,90.0,30.274,215,10,0.0,1,5,1.0833333333333144,-1.0833333333333144,0.0,0.23333333333332007,1,-3.0,-111.0
104,-111.0,112,11.0,0.0,5,132.45,5.0,-111.0,0,0.0,1,1.0,0,0,111.0,5.0,1.229,103.0,1.979,216,11,0.0,0,5,0.0,0.0,0.0,0.5999999999999943,1,3.0,111.0
104,-112.0,113,11.0,1.0,5,132.76666666666668,5.0,-112.0,0,1.0,1,3.0,1,0,112.0,5.0,15.598,124.0,14.083,217,11,0.0,0,5,0.3166666666666913,0.3166666666666913,0.0,0.5,2,3.0,112.0
104,-113.0,114,11.0,1.0,5,133.48333333333332,5.0,-113.0,1,2.0,1,5.0,2,0,113.0,5.0,15.636,90.0,20.077,218,11,0.0,1,5,1.0333333333333314,1.0333333333333314,0.0,0.3166666666666913,1,3.0,113.0
104,-114.0,115,11.0,1.0,5,133.75,5.0,-114.0,0,3.0,1,3.0,3,0,114.0,5.0,11.383,125.0,12.122,219,11,0.0,1,5,1.3000000000000114,1.3000000000000114,0.0,0.7166666666666401,1,3.0,114.0
105,115.0,115,-12.0,-0.0,5,135.26666666666668,-6.0,-115.0,0,-0.0,-1,1.0,0,0,115.0,-5.0,3.195,118.0,4.011,220,12,0.0,0,6,0.0,-0.0,0.0,0.26666666666667993,1,-3.0,-115.0
105,115.0,116,-12.0,-0.0,5,135.81666666666666,-6.0,-115.0,1,-1.0,-1,7.0,1,0,115.0,-5.0,24.182,118.0,26.915,221,12,1.0,1,6,0.549999999999983,-0.549999999999983,0.0,1.51666666666668,2,-3.0,-115.0
105,116.0,117,-12.0,-0.0,5,136.21666666666667,-6.0,-116.0,1,-2.0,-1,0.0,2,1,116.0,-5.0,2.41,118.0,2.148,222,12,0.0,0,6,0.9499999999999886,-0.9499999999999886,0.0,0.549999999999983,2,-3.0,-116.0
105,117.0,118,-12.0,-1.0,5,136.78333333333333,-6.0,-117.0,1,-3.0,-1,6.0,3,0,117.0,-5.0,20.607,89.0,17.922,223,12,0.0,1,6,1.5166666666666515,-1.5166666666666515,0.0,0.4000000000000057,1,-3.0,-117.0
106,118.0,118,-12.0,-1.0,5,137.23333333333332,-6.0,-118.0,1,-4.0,-1,4.0,4,0,118.0,-5.0,16.09,106.0,19.512,224,12,0.0,0,6,1.9666666666666401,-1.9666666666666401,0.0,0.5666666666666629,1,-3.0,-118.0
107,118.0,118,-12.0,-1.0,5,137.66666666666666,-6.0,-118.0,1,-5.0,-1,3.0,5,0,118.0,-5.0,15.221,101.0,19.407,225,12,0.0,0,6,2.3999999999999773,-2.3999999999999773,0.0,0.44999999999998863,1,-3.0,-118.0
108,118.0,118,-12.0,-0.0,5,138.18333333333334,-6.0,-118.0,1,-6.0,-1,3.0,6,0,118.0,-5.0,9.617,113.0,9.49,226,12,1.0,1,6,2.916666666666657,-2.916666666666657,0.0,0.4333333333333371,1,-3.0,-118.0
109,118.0,118,-12.0,-1.0,5,139.01666666666668,-6.0,-118.0,1,-7.0,-1,7.0,7,0,118.0,-5.0,30.973,120.0,44.279,227,12,0.0,0,6,3.75,-3.75,0.0,0.5166666666666799,1,-3.0,-118.0
110,-118.0,118,13.0,0.0,6,139.63333333333333,6.0,-118.0,1,0.0,1,1.0,0,0,118.0,6.0,15.15,115.0,27.268,228,13,0.0,0,6,0.0,0.0,0.0,0.8333333333333428,1,3.0,118.0
111,118.0,118,-13.0,-0.0,6,140.25,-6.0,-118.0,1,-1.0,-1,4.0,1,0,118.0,-6.0,29.214,110.0,27.339,229,13,1.0,0,6,0.6166666666666742,-0.6166666666666742,0.0,0.6166666666666458,1,-3.0,-118.0
111,118.0,119,-13.0,-0.0,6,140.55,-6.0,-118.0,1,-2.0,-1,1.0,2,0,118.0,-6.0,0.66,115.0,1.118,230,13,1.0,0,6,0.9166666666666856,-0.9166666666666856,0.0,0.6166666666666742,1,-3.0,-118.0
111,-119.0,120,13.0,0.0,6,141.23333333333332,6.0,-119.0,0,3.0,1,6.0,3,0,119.0,6.0,26.678,102.0,33.244,231,13,0.0,0,6,1.5999999999999943,1.5999999999999943,0.0,0.30000000000001137,1,3.0,119.0
111,-120.0,121,13.0,0.0,6,141.55,6.0,-120.0,1,4.0,1,1.0,4,0,120.0,6.0,3.469,122.0,3.199,232,13,0.0,1,6,1.9166666666666856,1.9166666666666856,0.0,0.6833333333333087,1,3.0,120.0
112,121.0,121,-13.0,-1.0,6,142.06666666666666,-6.0,-121.0,0,-5.0,-1,1.0,5,0,121.0,-6.0,5.132,108.0,5.291,233,13,0.0,0,6,2.433333333333337,-2.433333333333337,0.0,0.3166666666666913,2,-3.0,-121.0
113,121.0,121,-13.0,-0.0,6,143.4,-6.0,-121.0,0,-6.0,-1,7.0,6,1,121.0,-6.0,37.666,86.0,36.88,234,13,0.0,1,6,3.76666666666668,-3.76666666666668,0.0,0.5166666666666515,1,-3.0,-121.0
113,-121.0,122,13.0,0.0,6,143.83333333333334,6.0,-121.0,1,7.0,1,1.0,7,0,121.0,6.0,4.324,97.0,5.64,235,13,0.0,1,6,4.200000000000017,4.200000000000017,0.0,1.3333333333333428,2,3.0,121.0
113,-122.0,123,13.0,0.0,6,144.33333333333334,6.0,-122.0,0,8.0,1,1.0,8,0,122.0,6.0,6.867,91.0,10.758,236,13,0.0,1,6,4.700000000000017,4.700000000000017,0.0,0.4333333333333371,2,3.0,122.0
114,123.0,123,-13.0,-1.0,6,145.3,-6.0,-123.0,0,-9.0,-1,13.0,9,0,123.0,-6.0,60.609,89.0,45.015,237,13,0.0,1,6,5.666666666666686,-5.666666666666686,0.0,0.5,1,-3.0,-123.0
114,123.0,124,-13.0,-0.0,6,145.73333333333332,-6.0,-123.0,1,-10.0,-1,3.0,10,1,123.0,-6.0,18.419,114.0,20.46,238,13,0.0,1,6,6.099999999999994,-6.099999999999994,1.0,0.9666666666666686,1,-3.0,-123.0
114,-124.0,125,13.0,1.0,6,146.41666666666666,6.0,-124.0,0,11.0,1,12.0,11,0,124.0,6.0,41.881,116.0,45.638,239,13,0.0,0,6,6.783333333333331,6.783333333333331,0.0,0.4333333333333087,2,3.0,124.0
114,125.0,126,-1.0,-0.0,0,151.78333333333333,-0.0,-125.0,1,-0.0,-1,3.0,0,0,125.0,-0.0,13.823,92.0,13.228,240,1,0.0,0,0,0.0,-0.0,0.0,0.6833333333333371,1,-4.0,-125.0
115,126.0,126,-1.0,-1.0,0,152.15,-0.0,-126.0,1,-1.0,-1,4.0,1,0,126.0,-0.0,15.877,98.0,23.557,241,1,0.0,0,0,0.36666666666667425,-0.36666666666667425,0.0,5.366666666666674,1,-4.0,-126.0
115,126.0,127,-1.0,-0.0,0,152.4,-0.0,-126.0,1,-2.0,-1,1.0,2,0,126.0,-0.0,4.697,107.0,7.337,242,1,0.0,1,0,0.6166666666666742,-0.6166666666666742,0.0,0.36666666666667425,2,-4.0,-126.0
115,127.0,128,-1.0,-1.0,0,153.01666666666668,-0.0,-127.0,1,-3.0,-1,6.0,3,0,127.0,-0.0,16.902,90.0,21.732,243,1,0.0,1,0,1.2333333333333485,-1.2333333333333485,0.0,0.25,1,-4.0,-127.0
116,128.0,128,-1.0,-1.0,0,153.48333333333332,-0.0,-128.0,0,-4.0,-1,6.0,4,0,128.0,-0.0,23.184,107.0,20.951,244,1,0.0,1,0,1.6999999999999886,-1.6999999999999886,0.0,0.6166666666666742,2,-4.0,-128.0
117,128.0,128,-1.0,-1.0,0,154.28333333333333,-0.0,-128.0,1,-5.0,-1,7.0,5,0,128.0,-0.0,38.026,94.0,64.571,245,1,0.0,0,0,2.5,-2.5,0.0,0.46666666666664014,1,-4.0,-128.0
118,128.0,128,-1.0,-0.0,0,154.66666666666666,-0.0,-128.0,1,-6.0,-1,1.0,6,0,128.0,-0.0,1.109,117.0,1.217,246,1,1.0,0,0,2.8833333333333258,-2.8833333333333258,0.0,0.8000000000000114,2,-4.0,-128.0
118,128.0,129,-1.0,-1.0,0,155.21666666666667,-0.0,-128.0,1,-7.0,-1,3.0,7,0,128.0,-0.0,11.31,92.0,13.653,247,1,0.0,1,0,3.433333333333337,-3.433333333333337,0.0,0.38333333333332575,2,-4.0,-128.0
118,129.0,130,-1.0,-0.0,0,155.93333333333334,-0.0,-129.0,0,-8.0,-1,6.0,8,0,129.0,-0.0,26.694,92.0,22.875,248,1,0.0,0,0,4.150000000000006,-4.150000000000006,0.0,0.5500000000000114,1,-4.0,-129.0
118,130.0,131,-1.0,-1.0,0,156.43333333333334,-0.0,-130.0,1,-9.0,-1,6.0,9,0,130.0,-0.0,19.883,103.0,21.029,249,1,0.0,0,0,4.650000000000006,-4.650000000000006,0.0,0.7166666666666686,2,-4.0,-130.0
118,-131.0,132,2.0,0.0,0,157.91666666666666,1.0,-131.0,0,0.0,1,8.0,0,0,131.0,0.0,26.945,93.0,26.859,250,2,0.0,0,1,0.0,0.0,0.0,0.5,2,4.0,131.0
119,-132.0,132,2.0,1.0,0,158.46666666666667,1.0,-132.0,0,1.0,1,3.0,1,0,132.0,0.0,8.469,88.0,7.676,251,2,0.0,1,1,0.5500000000000114,0.5500000000000114,0.0,1.48333333333332,2,4.0,132.0
119,-132.0,133,2.0,0.0,0,159.0,1.0,-132.0,0,2.0,1,4.0,2,0,132.0,0.0,18.706,92.0,15.226,252,2,0.0,1,1,1.0833333333333428,1.0833333333333428,0.0,0.5500000000000114,1,4.0,132.0
119,-133.0,134,2.0,1.0,0,159.28333333333333,1.0,-133.0,0,3.0,1,1.0,3,0,133.0,0.0,0.945,126.0,0.545,253,2,0.0,1,1,1.3666666666666742,1.3666666666666742,0.0,0.5333333333333314,1,4.0,133.0
119,-134.0,135,2.0,1.0,0,159.53333333333333,1.0,-134.0,0,4.0,1,1.0,4,0,134.0,0.0,0.928,120.0,0.777,254,2,0.0,1,1,1.6166666666666742,1.6166666666666742,0.0,0.28333333333333144,2,4.0,134.0
120,135.0,135,-3.0,-0.0,0,160.51666666666668,-2.0,-135.0,0,-0.0,-1,1.0,0,0,135.0,-0.0,16.639,94.0,9.038,255,3,0.0,1,2,0.0,-0.0,0.0,0.25,1,-4.0,-135.0
121,135.0,135,-3.0,-0.0,0,160.8,-2.0,-135.0,0,-1.0,-1,1.0,1,0,135.0,-0.0,0.939,119.0,0.795,256,3,1.0,0,2,0.28333333333333144,-0.28333333333333144,0.0,0.9833333333333485,2,-4.0,-135.0
121,135.0,136,-3.0,-0.0,0,161.38333333333333,-2.0,-135.0,1,-2.0,-1,3.0,2,0,135.0,-0.0,9.19,85.0,13.904,257,3,0.0,1,2,0.8666666666666458,-0.8666666666666458,1.0,0.28333333333333144,1,-4.0,-135.0
122,136.0,136,-3.0,-0.0,0,161.81666666666666,-2.0,-136.0,1,-3.0,-1,4.0,3,0,136.0,-0.0,15.968,99.0,23.728,258,3,0.0,0,2,1.299999999999983,-1.299999999999983,0.0,0.5833333333333144,2,-4.0,-136.0
123,136.0,136,-3.0,-0.0,0,162.3,-2.0,-136.0,0,-4.0,-1,1.0,4,1,136.0,-0.0,6.356,85.0,4.495,259,3,0.0,1,2,1.7833333333333314,-1.7833333333333314,1.0,0.4333333333333371,1,-4.0,-136.0
123,-136.0,137,4.0,0.0,1,163.73333333333332,2.0,-136.0,0,0.0,1,1.0,0,1,136.0,1.0,2.558,101.0,2.475,260,4,0.0,0,2,0.0,0.0,0.0,0.4833333333333485,1,4.0,136.0
123,-137.0,138,4.0,1.0,1,163.96666666666667,2.0,-137.0,1,1.0,1,1.0,1,0,137.0,1.0,6.949,119.0,5.592,261,4,0.0,1,2,0.2333333333333485,0.2333333333333485,0.0,1.4333333333333087,2,4.0,137.0
124,-138.0,138,4.0,1.0,1,165.01666666666668,2.0,-138.0,1,2.0,1,17.0,2,1,138.0,1.0,71.092,89.0,62.023,262,4,0.0,1,2,1.2833333333333599,1.2833333333333599,0.0,0.2333333333333485,2,4.0,138.0
124,-138.0,139,4.0,1.0,1,165.53333333333333,2.0,-138.0,1,3.0,1,0.0,3,0,138.0,1.0,1.226,89.0,0.596,263,4,0.0,1,2,1.8000000000000114,1.8000000000000114,1.0,1.0500000000000114,1,4.0,138.0
125,-139.0,139,4.0,1.0,1,165.8,2.0,-139.0,1,4.0,1,1.0,4,0,139.0,1.0,6.539,120.0,4.84,264,4,0.0,1,2,2.0666666666666913,2.0666666666666913,0.0,0.5166666666666515,2,4.0,139.0
125,-139.0,140,4.0,1.0,1,166.36666666666667,2.0,-139.0,1,5.0,1,6.0,5,0,139.0,1.0,25.936,100.0,26.327,265,4,0.0,1,2,2.633333333333354,2.633333333333354,1.0,0.26666666666667993,1,4.0,139.0
125,140.0,141,-5.0,-0.0,1,166.95,-3.0,-140.0,1,-0.0,-1,1.0,0,0,140.0,-1.0,0.801,122.0,0.683,266,5,0.0,1,3,0.0,-0.0,0.0,0.5666666666666629,1,-4.0,-140.0
126,141.0,141,-5.0,-1.0,1,167.23333333333332,-3.0,-141.0,1,-1.0,-1,2.0,1,1,141.0,-1.0,3.46,103.0,4.284,267,5,0.0,1,3,0.28333333333333144,-0.28333333333333144,0.0,0.5833333333333144,2,-4.0,-141.0
126,141.0,142,-5.0,-0.0,1,167.95,-3.0,-141.0,1,-2.0,-1,9.0,2,1,141.0,-1.0,23.227,88.0,25.911,268,5,1.0,1,3,1.0,-1.0,0.0,0.28333333333333144,1,-4.0,-141.0
126,142.0,143,-5.0,-1.0,1,168.48333333333332,-3.0,-142.0,1,-3.0,-1,6.0,3,0,142.0,-1.0,20.523,116.0,17.348,269,5,0.0,1,3,1.5333333333333314,-1.5333333333333314,0.0,0.7166666666666686,2,-4.0,-142.0
126,143.0,144,-5.0,-1.0,1,169.11666666666667,-3.0,-143.0,0,-4.0,-1,2.0,4,0,143.0,-1.0,7.552,99.0,5.989,270,5,0.0,1,3,2.1666666666666856,-2.1666666666666856,0.0,0.5333333333333314,2,-4.0,-143.0
127,-144.0,144,6.0,0.0,1,170.9,4.0,-144.0,0,0.0,1,4.0,0,0,144.0,1.0,15.323,93.0,18.101,271,6,0.0,0,4,0.0,0.0,0.0,0.6333333333333542,2,4.0,144.0
128,-144.0,144,6.0,0.0,1,171.45,4.0,-144.0,1,1.0,1,6.0,1,0,144.0,1.0,21.071,90.0,21.16,272,6,0.0,1,4,0.549999999999983,0.549999999999983,1.0,1.7833333333333314,2,4.0,144.0
128,-144.0,145,6.0,0.0,1,171.95,4.0,-144.0,1,2.0,1,4.0,2,1,144.0,1.0,11.559,89.0,9.874,273,6,1.0,1,4,1.049999999999983,1.049999999999983,0.0,0.549999999999983,1,4.0,144.0
128,-145.0,146,6.0,0.0,1,172.2,4.0,-145.0,1,3.0,1,1.0,3,0,145.0,1.0,8.82,124.0,7.768,274,6,0.0,0,4,1.299999999999983,1.299999999999983,0.0,0.5,2,4.0,145.0
129,-146.0,146,6.0,0.0,1,172.61666666666667,4.0,-146.0,1,4.0,1,1.0,4,1,146.0,1.0,2.892,92.0,2.814,275,6,0.0,1,4,1.7166666666666686,1.7166666666666686,0.0,0.25,2,4.0,146.0
129,-146.0,147,6.0,0.0,1,173.26666666666668,4.0,-146.0,0,5.0,1,4.0,5,0,146.0,1.0,11.963,85.0,9.675,276,6,1.0,0,4,2.3666666666666742,2.3666666666666742,0.0,0.4166666666666856,2,4.0,146.0
129,-147.0,148,6.0,0.0,1,173.76666666666668,4.0,-147.0,1,6.0,1,3.0,6,1,147.0,1.0,27.568,91.0,12.589,277,6,0.0,1,4,2.8666666666666742,2.8666666666666742,0.0,0.6500000000000057,1,4.0,147.0
129,-148.0,149,6.0,1.0,1,174.03333333333333,4.0,-148.0,0,7.0,1,1.0,7,1,148.0,1.0,2.953,107.0,2.802,278,6,0.0,1,4,3.1333333333333258,3.1333333333333258,0.0,0.5,1,4.0,148.0
129,149.0,150,-7.0,-0.0,1,174.75,-5.0,-149.0,1,-0.0,-1,1.0,0,0,149.0,-1.0,5.209,118.0,4.831,279,7,0.0,1,5,0.0,-0.0,0.0,0.2666666666666515,2,-4.0,-149.0
130,150.0,150,-7.0,-1.0,1,175.28333333333333,-5.0,-150.0,1,-1.0,-1,2.0,1,0,150.0,-1.0,6.667,91.0,9.706,280,7,0.0,1,5,0.5333333333333314,-0.5333333333333314,0.0,0.7166666666666686,2,-4.0,-150.0
131,150.0,150,-7.0,-0.0,1,175.91666666666666,-5.0,-150.0,1,-2.0,-1,5.0,2,1,150.0,-1.0,18.443,79.0,25.633,281,7,1.0,1,5,1.1666666666666572,-1.1666666666666572,0.0,0.5333333333333314,1,-4.0,-150.0
131,150.0,151,-7.0,-0.0,1,176.25,-5.0,-150.0,1,-3.0,-1,1.0,3,0,150.0,-1.0,1.509,117.0,1.004,282,7,1.0,0,5,1.5,-1.5,0.0,0.6333333333333258,1,-4.0,-150.0
132,151.0,151,-7.0,-0.0,1,176.63333333333333,-5.0,-151.0,1,-4.0,-1,2.0,4,0,151.0,-1.0,16.435,102.0,15.311,283,7,0.0,0,5,1.8833333333333258,-1.8833333333333258,0.0,0.3333333333333428,1,-4.0,-151.0
133,151.0,151,-7.0,-0.0,1,177.0,-5.0,-151.0,1,-5.0,-1,1.0,5,0,151.0,-1.0,2.545,102.0,5.628,284,7,0.0,0,5,2.25,-2.25,0.0,0.38333333333332575,2,-4.0,-151.0
133,-151.0,152,8.0,0.0,2,178.68333333333334,5.0,-151.0,0,0.0,1,1.0,0,0,151.0,2.0,4.772,96.0,5.215,285,8,0.0,1,5,0.0,0.0,1.0,0.36666666666667425,1,4.0,151.0
