p2_points_won,p2_trend*server,p1_points_won,game_no*server,p1_place_ge*server,p2_games,elapsed_time,p1_games*server,p2_trend,return_depth_ND,point_no_to_start*server,server,rally_count,point_no_to_start,serve_width_BW,p1_trend,p2_games*server,p2_distance_run,speed_mph,p1_distance_run,point_no,game_no,p2_winner,serve_depth_NCTL,p1_games,past_time,past_time*server,p1_unf_err,last_time,serve_no,set_no*server,p1_trend*server,factor
31,-21,22,1,1,0,39.85,0,-21,0,1,1,1,1,0,21,0,4.897,101,4.968,53,1,0,1,0,0.466666667,0.466666667,0,2.883333333,2,2,21,2.148664
32,-22,22,1,1,0,40.66666667,0,-22,1,2,1,9,2,1,22,0,32.883,95,34.934,54,1,0,0,0,1.283333333,1.283333333,0,0.466666667,1,2,22,-0.86035
33,-22,22,1,1,0,41.06666667,0,-22,1,3,1,2,3,0,22,0,7.211,120,4.911,55,1,0,1,0,1.683333333,1.683333333,1,0.816666667,2,2,22,0.423056
34,-22,22,1,0,0,41.76666667,0,-22,1,4,1,4,4,0,22,0,20.688,106,16.482,56,1,0,0,0,2.383333333,2.383333333,1,0.4,2,2,22,-1.15817
34,-22,23,1,0,0,42.5,0,-22,1,5,1,8,5,0,22,0,36.351,104,27.716,57,1,0,0,0,3.116666667,3.116666667,1,0.7,2,2,22,2.336654
35,-23,23,1,0,0,43.43333333,0,-23,1,6,1,9,6,0,23,0,55.126,101,54.625,58,1,0,1,0,4.05,4.05,0,0.733333333,2,2,23,-2.129576
35,-23,24,1,1,0,44.05,0,-23,0,7,1,2,7,0,23,0,11.317,93,8.283,59,1,0,1,0,4.666666667,4.666666667,1,0.933333333,2,2,23,2.105728
36,-24,24,1,0,0,44.81666667,0,-24,1,8,1,7,8,0,24,0,33.133,89,27.008,60,1,0,0,0,5.433333333,5.433333333,0,0.616666667,2,2,24,-2.136642
37,-24,24,1,1,0,45.51666667,0,-24,0,9,1,4,9,0,24,0,17.428,95,21.19,61,1,0,1,0,6.133333333,6.133333333,0,0.766666667,2,2,24,-1.170993
38,-24,24,2,0,1,46.91666667,0,-24,0,0,1,12,0,0,24,1,50.068,91,48.608,62,2,0,1,0,0,0,0,0.7,1,2,24,-2.275647
39,-24,24,2,0,1,47.4,0,-24,1,1,1,5,1,1,24,1,16.744,117,17.25,63,2,1,0,0,0.483333333,0.483333333,0,1.4,2,2,24,0.619262
40,-24,24,2,0,1,48.2,0,-24,0,2,1,7,2,0,24,1,24.201,107,31.894,64,2,1,1,0,1.283333333,1.283333333,0,0.483333333,1,2,24,-3.549818
41,-24,24,2,0,1,48.58333333,0,-24,0,3,1,1,3,0,24,1,9.024,106,8.567,65,2,1,0,0,1.666666667,1.666666667,0,0.8,1,2,24,-3.596044
42,-24,24,3,0,2,49.21666667,0,-24,0,0,1,1,0,0,24,2,1.148,117,1.298,66,3,1,1,0,0,0,0,0.383333333,1,2,24,-0.348696
42,-24,25,3,0,2,49.85,0,-24,1,1,1,12,1,0,24,2,59.716,120,40.867,67,3,0,1,0,0.633333333,0.633333333,0,0.633333333,1,2,24,3.18611
43,-25,25,3,0,2,50.31666667,0,-25,1,2,1,5,2,0,25,2,39.057,119,18.276,68,3,0,1,0,1.1,1.1,0,0.633333333,1,2,25,-0.978567
43,-25,26,3,0,2,50.61666667,0,-25,0,3,1,2,3,0,25,2,21.339,112,7.788,69,3,0,1,0,1.4,1.4,1,0.466666667,2,2,25,1.702281
44,-26,26,3,0,2,51.28333333,0,-26,0,4,1,3,4,0,26,2,11.134,94,12.034,70,3,0,1,0,2.066666667,2.066666667,0,0.3,1,2,26,-1.671031
45,-26,26,3,0,2,51.76666667,0,-26,1,5,1,6,5,0,26,2,26.114,117,24.339,71,3,0,0,0,2.55,2.55,1,0.666666667,2,2,26,-1.402524
46,-26,26,4,0,3,54.41666667,0,-26,1,0,1,18,0,0,26,3,64.254,95,65.088,72,4,0,1,0,0,0,0,0.483333333,1,2,26,-1.462731
46,-26,27,4,0,3,54.96666667,0,-26,1,1,1,7,1,0,26,3,17.976,122,28.36,73,4,1,1,0,0.55,0.55,0,2.65,2,2,26,1.51074
47,-27,27,4,0,3,55.61666667,0,-27,0,2,1,2,2,0,27,3,7.479,101,12.115,74,4,0,1,0,1.2,1.2,0,0.55,1,2,27,-5.434281
48,-27,27,4,0,3,56.03333333,0,-27,1,3,1,1,3,0,27,3,4.794,125,4.801,75,4,0,1,0,1.616666667,1.616666667,0,0.65,1,2,27,-2.867212
49,-27,27,4,0,3,56.28333333,0,-27,1,4,1,1,4,0,27,3,0.694,120,1.295,76,4,1,0,0,1.866666667,1.866666667,0,0.416666667,1,2,27,-3.68713
49,-27,28,5,0,4,56.85,0,-27,1,0,1,1,0,0,27,4,6.176,105,6.997,77,5,0,0,0,0,0,0,0.25,2,2,27,3.056343
49,-28,29,5,1,4,57.6,0,-28,0,1,1,11,1,0,28,4,47.068,99,42.808,78,5,0,1,0,0.75,0.75,0,0.566666667,1,2,28,1.601251
50,-29,29,5,1,4,58.05,0,-29,1,2,1,3,2,0,29,4,29.959,110,12.816,79,5,0,1,0,1.2,1.2,0,0.75,1,2,29,-1.778582
50,-29,30,5,1,4,58.8,0,-29,0,3,1,14,3,0,29,4,82.441,115,52.548,80,5,1,1,0,1.95,1.95,0,0.45,2,2,29,2.112947
51,-30,30,5,1,4,59.36666667,0,-30,1,4,1,3,4,0,30,4,10.726,95,11.649,81,5,0,1,0,2.516666667,2.516666667,0,0.75,2,2,30,-2.062328
52,-30,30,5,1,4,59.98333333,0,-30,0,5,1,4,5,0,30,4,13.207,93,12.491,82,5,1,1,0,3.133333333,3.133333333,0,0.566666667,1,2,30,-1.167576
52,-30,31,5,0,4,60.35,0,-30,1,6,1,2,6,1,30,4,10.085,106,6.142,83,5,0,1,0,3.5,3.5,1,0.616666667,1,2,30,2.275081
52,-31,32,5,1,4,60.7,0,-31,0,7,1,1,7,0,31,4,6.022,128,6.338,84,5,0,1,0,3.85,3.85,0,0.366666667,2,2,31,0.218629
53,-32,32,6,0,4,62.6,1,-32,0,0,1,1,0,1,32,4,4.034,96,4.057,85,6,0,1,1,0,0,0,0.35,2,2,32,-4.214076
54,-32,32,6,0,4,63.31666667,1,-32,1,1,1,5,1,0,32,4,19.998,94,26.705,86,6,0,1,1,0.716666667,0.716666667,1,1.9,1,2,32,-2.97592
55,-32,32,6,0,4,63.76666667,1,-32,0,2,1,5,2,0,32,4,21.083,124,20.908,87,6,1,1,1,1.166666667,1.166666667,0,0.716666667,2,2,32,-3.47783
55,-32,33,6,0,4,64.53333333,1,-32,1,3,1,1,3,0,32,4,2.755,96,4.622,88,6,0,1,1,1.933333333,1.933333333,0,0.45,2,2,32,-0.576368
56,-33,33,6,0,4,65.16666667,1,-33,1,4,1,0,4,0,33,4,0.533,96,1.218,89,6,0,1,1,2.566666667,2.566666667,0,0.766666667,1,2,33,-3.421831
57,-33,33,7,0,5,65.66666667,1,-33,1,0,1,1,0,0,33,5,4.296,124,3.059,90,7,1,1,1,0,0,0,0.633333333,1,2,33,-0.594213
58,-33,33,7,0,5,66.25,1,-33,1,1,1,10,1,0,33,5,37.057,122,42.648,91,7,1,1,1,0.583333333,0.583333333,0,0.5,2,2,33,-0.171375
59,-33,33,7,0,5,66.86666667,1,-33,0,2,1,4,2,0,33,5,19.391,90,14.349,92,7,0,1,1,1.2,1.2,0,0.583333333,2,2,33,-2.552795
60,-33,33,7,0,5,67.68333333,1,-33,0,3,1,8,3,0,33,5,34.564,99,42.471,93,7,1,1,1,2.016666667,2.016666667,0,0.616666667,1,2,33,-2.227041
61,-33,33,1,0,0,71.7,0,-33,0,0,1,4,0,0,33,0,12.532,125,12.278,94,1,0,1,0,0,0,0,0.816666667,1,3,33,-3.066908
62,-33,33,1,0,0,72.01666667,0,-33,0,1,1,1,1,0,33,0,1.41,105,1.144,95,1,1,0,0,0.316666667,0.316666667,0,4.016666667,1,3,33,-3.199358
63,-33,33,1,0,0,72.31666667,0,-33,0,2,1,1,2,0,33,0,4.508,116,6.4,96,1,1,1,0,0.616666667,0.616666667,0,0.316666667,1,3,33,-3.068665
63,-33,34,1,0,0,72.75,0,-33,1,3,1,5,3,0,33,0,12.892,108,12.114,97,1,1,1,0,1.05,1.05,0,0.3,2,3,33,-0.587239
63,-34,35,1,0,0,73.38333333,0,-34,1,4,1,4,4,0,34,0,16.581,103,15.661,98,1,0,1,0,1.683333333,1.683333333,0,0.433333333,1,3,34,-1.011635
64,-35,35,1,0,0,73.8,0,-35,1,5,1,2,5,1,35,0,15.616,106,17.031,99,1,0,1,0,2.1,2.1,0,0.633333333,1,3,35,-4.051017
64,-35,36,2,0,1,74.6,0,-35,1,0,1,1,0,0,35,1,10.317,122,5.638,100,2,0,0,0,0,0,0,0.416666667,1,3,35,1.880791
64,-36,37,2,1,1,74.91666667,0,-36,1,1,1,1,1,0,36,1,7.451,125,6.915,101,2,0,0,0,0.316666667,0.316666667,0,0.8,1,3,36,3.265737
64,-37,38,2,1,1,75.21666667,0,-37,1,2,1,1,2,0,37,1,0.942,118,0.713,102,2,0,0,0,0.616666667,0.616666667,0,0.316666667,1,3,37,2.139681
64,-38,39,2,1,1,75.5,0,-38,0,3,1,1,3,0,38,1,7.028,125,7.551,103,2,0,1,0,0.9,0.9,0,0.3,2,3,38,2.251746
65,-39,39,3,0,1,76.51666667,1,-39,1,0,1,11,0,1,39,1,39.309,94,40.395,104,3,0,1,1,0,0,0,0.283333333,1,3,39,-2.862187
66,-39,39,3,0,1,77,1,-39,1,1,1,5,1,0,39,1,15.688,107,17.749,105,3,1,1,1,0.483333333,0.483333333,0,1.016666667,1,3,39,-1.505287
66,-39,40,3,0,1,77.31666667,1,-39,0,2,1,1,2,0,39,1,4.715,118,6.162,106,3,1,1,1,0.8,0.8,0,0.483333333,2,3,39,1.524463
67,-40,40,3,0,1,78,1,-40,0,3,1,2,3,1,40,1,4.26,92,6.215,107,3,0,1,1,1.483333333,1.483333333,0,0.316666667,1,3,40,-4.595647
68,-40,40,3,0,1,78.38333333,1,-40,0,4,1,1,4,0,40,1,0.596,118,0.619,108,3,1,0,1,1.866666667,1.866666667,0,0.683333333,1,3,40,-3.194867
68,-40,41,4,0,2,80.01666667,1,-40,0,0,1,1,0,0,40,2,5.453,113,7.038,109,4,1,0,1,0,0,0,0.383333333,2,3,40,2.687089
68,-41,42,4,1,2,80.98333333,1,-41,1,1,1,7,1,0,41,2,24.198,105,24.362,110,4,0,0,1,0.966666667,0.966666667,0,1.633333333,2,3,41,2.456127
69,-42,42,4,1,2,81.58333333,1,-42,1,2,1,3,2,1,42,2,10.922,87,14.154,111,4,0,1,1,1.566666667,1.566666667,0,0.966666667,2,3,42,-0.916573
69,-42,43,4,1,2,82.2,1,-42,1,3,1,6,3,0,42,2,20.294,99,19.568,112,4,0,1,1,2.183333333,2.183333333,0,0.6,1,3,42,3.567268
69,-43,44,4,1,2,82.6,1,-43,1,4,1,1,4,0,43,2,0.901,127,0.773,113,4,0,0,1,2.583333333,2.583333333,0,0.616666667,1,3,43,2.17995
70,-44,44,5,0,2,83.41666667,2,-44,1,0,1,7,0,0,44,2,31.369,127,20.657,114,5,0,1,2,0,0,0,0.4,1,3,44,-2.932482
71,-44,44,5,0,2,83.81666667,2,-44,0,1,1,3,1,0,44,2,6.467,109,11.33,115,5,1,0,2,0.4,0.4,0,0.816666667,1,3,44,-1.934395
71,-44,45,5,0,2,84.5,2,-44,0,2,1,3,2,1,44,2,8.026,124,8.007,116,5,1,1,2,1.083333333,1.083333333,0,0.4,2,3,44,2.009481
72,-45,45,5,0,2,85.78333333,2,-45,1,3,1,14,3,0,45,2,55.78,92,54.676,117,5,0,1,2,2.366666667,2.366666667,0,0.683333333,1,3,45,-2.974697
72,-45,46,5,0,2,86.31666667,2,-45,1,4,1,3,4,0,45,2,7.477,122,7.986,118,5,1,1,2,2.9,2.9,0,1.283333333,1,3,45,-0.388772
73,-46,46,5,0,2,86.93333333,2,-46,0,5,1,6,5,1,46,2,22.023,115,16.361,119,5,0,1,2,3.516666667,3.516666667,0,0.533333333,1,3,46,-2.151659
73,-46,47,6,0,3,88.75,2,-46,1,0,1,3,0,0,46,3,17.657,118,13.977,120,6,0,0,2,0,0,1,0.616666667,1,3,46,1.701356
73,-47,48,6,1,3,89.26666667,2,-47,0,1,1,7,1,1,47,3,29.361,113,31.048,121,6,0,1,2,0.516666667,0.516666667,0,1.816666667,1,3,47,3.178466
73,-48,49,6,1,3,89.66666667,2,-48,0,2,1,1,2,0,48,3,1.789,127,1.114,122,6,0,0,2,0.916666667,0.916666667,0,0.516666667,1,3,48,2.086926
73,-49,50,6,1,3,90.18333333,2,-49,1,3,1,5,3,0,49,3,28.458,128,22.124,123,6,0,0,2,1.433333333,1.433333333,0,0.4,2,3,49,2.091153
74,-50,50,7,0,3,90.9,3,-50,0,0,1,1,0,1,50,3,4.199,98,3.344,124,7,0,1,3,0,0,0,0.516666667,1,3,50,-2.623188
75,-50,50,7,0,3,91.23333333,3,-50,0,1,1,1,1,0,50,3,7.529,110,10.703,125,7,0,0,3,0.333333333,0.333333333,0,0.716666667,1,3,50,-0.465137
76,-50,50,7,0,3,91.61666667,3,-50,1,2,1,3,2,0,50,3,10.984,118,11.183,126,7,1,1,3,0.716666667,0.716666667,0,0.333333333,1,3,50,-0.205474
77,-50,50,7,0,3,92.08333333,3,-50,1,3,1,5,3,0,50,3,14.04,122,13.089,127,7,1,1,3,1.183333333,1.183333333,0,0.383333333,1,3,50,-1.191789
77,-50,51,8,0,4,93.73333333,3,-50,1,0,1,1,0,0,50,4,0.837,124,1.259,128,8,1,0,3,0,0,0,0.466666667,2,3,50,2.929984
78,-51,51,8,1,4,95.01666667,3,-51,1,1,1,9,1,0,51,4,32.356,99,27.4,129,8,0,1,3,1.283333333,1.283333333,0,1.65,2,3,51,-0.483713
78,-51,52,8,0,4,95.73333333,3,-51,1,2,1,6,2,0,51,4,23.813,95,21.674,130,8,0,0,3,2,2,1,1.283333333,1,3,51,2.116646
78,-52,53,8,1,4,96.18333333,3,-52,1,3,1,1,3,0,52,4,7.484,131,6.455,131,8,0,0,3,2.45,2.45,0,0.716666667,2,3,52,3.26459
78,-53,54,8,1,4,96.93333333,3,-53,1,4,1,7,4,1,53,4,26.181,131,22.783,132,8,0,1,3,3.2,3.2,0,0.45,1,3,53,1.117919
79,-54,54,9,0,4,97.61666667,4,-54,1,0,1,1,0,0,54,4,7.891,131,8.941,133,9,0,0,4,0,0,0,0.75,1,3,54,-2.421407
79,-54,55,9,0,4,98.13333333,4,-54,1,1,1,5,1,0,54,4,14.379,125,20.705,134,9,0,1,4,0.516666667,0.516666667,0,0.683333333,2,3,54,1.630865
80,-55,55,9,0,4,98.96666667,4,-55,0,2,1,2,2,0,55,4,9.477,96,12.042,135,9,0,1,4,1.35,1.35,0,0.516666667,1,3,55,-2.076573
81,-55,55,9,0,4,99.36666667,4,-55,0,3,1,1,3,0,55,4,1.337,120,0.96,136,9,1,1,4,1.75,1.75,0,0.833333333,2,3,55,-1.951891
82,-55,55,9,0,4,100.2666667,4,-55,1,4,1,9,4,1,55,4,32.91,84,33.105,137,9,1,1,4,2.65,2.65,0,0.4,2,3,55,-0.852108
82,-55,56,10,0,5,102.3666667,4,-55,0,0,1,11,0,0,55,5,58.524,85,57.059,138,10,1,1,4,0,0,0,0.9,1,3,55,0.813407
82,-56,57,10,1,5,102.6833333,4,-56,1,1,1,1,1,0,56,5,6.38,127,8.086,139,10,0,0,4,0.316666667,0.316666667,0,2.1,1,3,56,2.479062
82,-57,58,10,1,5,103.0166667,4,-57,1,2,1,1,2,1,57,5,6.481,124,2.74,140,10,0,0,4,0.65,0.65,0,0.316666667,2,3,57,2.482401
82,-58,59,10,1,5,103.5833333,4,-58,1,3,1,3,3,0,58,5,12.067,100,11.528,141,10,0,1,4,1.216666667,1.216666667,0,0.333333333,1,3,58,2.731262
83,-59,59,11,0,5,104.15,5,-59,1,0,1,1,0,0,59,5,9.475,121,8.763,142,11,0,1,5,0,0,0,0.566666667,2,3,59,-2.410386
84,-59,59,11,0,5,105.0833333,5,-59,1,1,1,3,1,0,59,5,10.529,99,17.778,143,11,0,1,5,0.933333333,0.933333333,1,0.566666667,1,3,59,-1.59106
85,-59,59,11,0,5,105.5,5,-59,0,2,1,7,2,0,59,5,21.689,118,31.143,144,11,0,1,5,1.35,1.35,1,0.933333333,2,3,59,-1.306906
86,-59,59,11,0,5,106.1833333,5,-59,0,3,1,1,3,0,59,5,6.897,86,8.402,145,11,0,1,5,2.033333333,2.033333333,1,0.416666667,2,3,59,-1.856567
86,-59,60,12,0,6,108.3666667,5,-59,0,0,1,3,0,1,59,6,11.562,93,10.821,146,12,1,1,5,0,0,0,0.683333333,2,3,59,1.561471
86,-60,61,12,1,6,109.0333333,5,-60,1,1,1,3,1,0,60,6,22.258,101,18.413,147,12,0,1,5,0.666666667,0.666666667,0,2.183333333,1,3,60,2.346468
87,-61,61,12,1,6,109.45,5,-61,0,2,1,1,2,0,61,6,9.605,125,4.488,148,12,0,1,5,1.083333333,1.083333333,0,0.666666667,2,3,61,-0.42639
87,-61,62,12,1,6,110.0666667,5,-61,0,3,1,2,3,0,61,6,4.668,97,4.838,149,12,1,1,5,1.7,1.7,0,0.416666667,2,3,61,1.312511
88,-62,62,12,1,6,110.6333333,5,-62,1,4,1,1,4,0,62,6,7.186,109,5.568,150,12,0,1,5,2.266666667,2.266666667,0,0.616666667,2,3,62,-0.121269
89,-62,62,12,1,6,111.3,5,-62,1,5,1,2,5,0,62,6,8.095,92,7.111,151,12,0,1,5,2.933333333,2.933333333,1,0.566666667,1,3,62,-0.519554
89,-62,63,12,0,6,112.2333333,5,-62,1,6,1,6,6,0,62,6,34.206,124,25.237,152,12,0,0,5,3.866666667,3.866666667,1,0.666666667,2,3,62,1.809482
90,-63,63,12,1,6,113.3666667,5,-63,0,7,1,15,7,0,63,6,59.345,95,47.933,153,12,0,1,5,5,5,0,0.933333333,1,3,63,-0.380141
90,-63,64,12,0,6,114.0333333,5,-63,0,8,1,8,8,0,63,6,61.118,120,41.952,154,12,0,1,5,5.666666667,5.666666667,0,1.133333333,1,3,63,1.37538
90,-64,65,12,1,6,114.8333333,5,-64,0,9,1,1,9,0,64,6,0.807,131,0.974,155,12,0,0,5,6.466666667,6.466666667,0,0.666666667,1,3,64,1.523003
91,-65,65,13,0,6,116.1666667,6,-65,0,0,1,7,0,0,65,6,30.446,132,37.861,156,13,0,0,6,0,0,0,0.8,1,3,65,-2.631545
91,-65,66,13,0,6,116.8833333,6,-65,1,1,1,5,1,0,65,6,17.182,123,27.614,157,13,0,0,6,0.716666667,0.716666667,0,1.333333333,1,3,65,2.982801
92,-66,66,13,0,6,117.4166667,6,-66,1,2,1,1,2,0,66,6,6.609,127,5.783,158,13,0,0,6,1.25,1.25,0,0.716666667,2,3,66,0.450605
93,-66,66,13,0,6,118.45,6,-66,0,3,1,6,3,0,66,6,29.63,97,26.558,159,13,0,1,6,2.283333333,2.283333333,1,0.533333333,2,3,66,-2.549232
93,-66,67,13,0,6,119.4833333,6,-66,0,4,1,7,4,0,66,6,32.656,72,28.329,160,13,0,1,6,3.316666667,3.316666667,1,1.033333333,2,3,66,-0.109709
93,-67,68,13,0,6,120.6833333,6,-67,1,5,1,12,5,0,67,6,46.179,83,54.505,161,13,0,0,6,4.516666667,4.516666667,0,1.033333333,2,3,67,1.360357
93,-68,69,13,0,6,121.8833333,6,-68,1,6,1,3,6,1,68,6,13.92,92,14.501,162,13,0,1,6,5.716666667,5.716666667,0,1.2,2,3,68,1.733379
93,-69,70,13,1,6,122.7666667,6,-69,0,7,1,3,7,0,69,6,10.32,95,9.661,163,13,0,1,6,6.6,6.6,0,1.2,1,3,69,-0.91945
94,-70,70,13,1,6,123.3666667,6,-70,1,8,1,4,8,0,70,6,14.612,120,13.879,164,13,0,1,6,7.2,7.2,0,0.883333333,2,3,70,-3.063903
95,-70,70,13,1,6,124.8,6,-70,0,9,1,9,9,0,70,6,29.623,83,36.8,165,13,0,1,6,8.633333333,8.633333333,1,0.6,2,3,70,-0.863354
96,-70,70,13,0,6,125.7333333,6,-70,0,10,1,4,10,1,70,6,15.158,85,14.004,166,13,0,1,6,9.566666667,9.566666667,1,1.433333333,2,3,70,-0.412946
97,-70,70,13,0,6,126.9833333,6,-70,0,11,1,2,11,0,70,6,9.15,91,8.444,167,13,0,1,6,10.81666667,10.81666667,1,0.933333333,1,3,70,-2.034647
0,0,1,1,0,0,0,0,0,1,0,1,6,0,0,0,0,26.569,113,30.349,1,1,0,1,0,0,0,0,0,2,1,0,3.844118
0,-1,2,1,1,0,0.783333333,0,-1,1,1,1,6,1,0,1,0,26.569,113,30.349,2,1,0,1,0,0.783333333,0.783333333,0,0,2,1,1,4.341956
1,-2,2,1,1,0,1.45,0,-2,0,2,1,2,2,0,2,0,6.21,101,9.913,3,1,0,1,0,1.45,1.45,0,0.783333333,1,1,2,-6.287255
1,-2,3,1,1,0,1.833333333,0,-2,0,3,1,1,3,0,2,0,0.887,132,1.622,4,1,1,1,0,1.833333333,1.833333333,0,0.666666667,1,1,2,3.843533
2,-3,3,1,1,0,2.333333333,0,-3,1,4,1,2,4,1,3,0,6.962,128,9.115,5,1,0,1,0,2.333333333,2.333333333,0,0.383333333,1,1,3,-4.962976
3,-3,3,1,1,0,3.183333333,0,-3,1,5,1,3,5,1,3,0,19.955,127,20.991,6,1,0,0,0,3.183333333,3.183333333,0,0.5,2,1,3,-7.170535
4,-3,3,1,0,0,3.983333333,0,-3,0,6,1,5,6,0,3,0,17.952,105,16.972,7,1,0,1,0,3.983333333,3.983333333,1,0.85,1,1,3,-3.231596
5,-3,3,1,1,0,4.4,0,-3,0,7,1,1,7,0,3,0,5.604,133,7.565,8,1,0,0,0,4.4,4.4,0,0.8,1,1,3,-3.905144
6,-3,3,2,0,1,5.65,0,-3,0,0,1,5,0,0,3,1,23.585,130,30.1,9,2,0,1,0,0,0,0,0.416666667,2,1,3,-4.958077
6,-3,4,2,0,1,6.35,0,-3,0,1,1,4,1,0,3,1,10.126,100,11.317,10,2,1,1,0,0.7,0.7,0,1.25,1,1,3,7.920989
7,-4,4,2,0,1,6.733333333,0,-4,1,2,1,1,2,1,4,1,6.959,119,7.895,11,2,0,0,0,1.083333333,1.083333333,0,0.7,1,1,4,-3.110164
7,-4,5,2,0,1,7.3,0,-4,1,3,1,2,3,0,4,1,7.728,128,6.492,12,2,0,1,0,1.65,1.65,1,0.383333333,1,1,4,6.097112
7,-5,6,2,0,1,7.733333333,0,-5,1,4,1,1,4,0,5,1,6.005,126,3.711,13,2,0,1,0,2.083333333,2.083333333,0,0.566666667,1,1,5,4.559504
7,-6,7,2,1,1,8.533333333,0,-6,1,5,1,11,5,0,6,1,47.397,107,33.876,14,2,0,0,0,2.883333333,2.883333333,0,0.433333333,2,1,6,2.71744
8,-7,7,3,0,1,9.75,1,-7,1,0,1,5,0,1,7,1,16.453,91,15.033,15,3,0,1,1,0,0,0,0.8,1,1,7,-6.098169
8,-7,8,3,0,1,10.18333333,1,-7,0,1,1,3,1,0,7,1,6.955,115,11.019,16,3,1,0,1,0.433333333,0.433333333,0,1.216666667,2,1,7,4.036505
9,-8,8,3,0,1,10.86666667,1,-8,1,2,1,2,2,0,8,1,14.552,107,15.36,17,3,0,1,1,1.116666667,1.116666667,0,0.433333333,1,1,8,-5.975669
10,-8,8,3,0,1,11.26666667,1,-8,1,3,1,1,3,0,8,1,0.763,116,1.519,18,3,1,0,1,1.516666667,1.516666667,0,0.683333333,1,1,8,-7.846439
11,-8,8,3,0,1,11.75,1,-8,1,4,1,3,4,0,8,1,11.192,128,15.496,19,3,1,1,1,2,2,0,0.4,2,1,8,-3.172987
11,-8,9,4,0,2,13.83333333,1,-8,0,0,1,1,0,0,8,2,3.937,107,4.694,20,4,0,1,1,0,0,0,0.483333333,1,1,8,4.471019
11,-9,10,4,1,2,14.35,1,-9,1,1,1,3,1,1,9,2,12.803,116,12.89,21,4,0,0,1,0.516666667,0.516666667,0,2.083333333,1,1,9,2.856809
11,-10,11,4,1,2,14.75,1,-10,1,2,1,1,2,0,10,2,1.11,130,0.825,22,4,0,0,1,0.916666667,0.916666667,0,0.516666667,1,1,10,2.848499
11,-11,12,4,1,2,15.11666667,1,-11,1,3,1,1,3,1,11,2,7.706,116,10.697,23,4,0,0,1,1.283333333,1.283333333,0,0.4,1,1,11,2.342121
11,-12,13,5,0,2,16.08333333,2,-12,1,0,1,3,0,0,12,2,13.533,116,13.451,24,5,0,1,2,0,0,0,0.366666667,2,1,12,3.81638
12,-13,13,5,1,2,17.21666667,2,-13,1,1,1,6,1,0,13,2,23.502,101,33.135,25,5,0,1,2,1.133333333,1.133333333,0,0.966666667,1,1,13,-2.875933
13,-13,13,5,0,2,17.7,2,-13,1,2,1,3,2,0,13,2,10.799,130,11.865,26,5,0,1,2,1.616666667,1.616666667,0,1.133333333,1,1,13,-4.537346
14,-13,13,5,0,2,18.18333333,2,-13,1,3,1,3,3,0,13,2,8.818,132,10.619,27,5,1,0,2,2.1,2.1,0,0.483333333,1,1,13,-5.209987
14,-13,14,5,0,2,18.71666667,2,-13,1,4,1,5,4,0,13,2,19.46,123,17.592,28,5,0,1,2,2.633333333,2.633333333,0,0.483333333,1,1,13,2.476788
14,-14,15,5,0,2,19.26666667,2,-14,1,5,1,4,5,0,14,2,12.249,119,16.839,29,5,0,1,2,3.183333333,3.183333333,0,0.533333333,1,1,14,2.78935
15,-15,15,5,0,2,19.83333333,2,-15,0,6,1,4,6,0,15,2,15.414,131,16.074,30,5,0,1,2,3.75,3.75,0,0.55,1,1,15,-7.083537
16,-15,15,5,1,2,20.28333333,2,-15,0,7,1,1,7,0,15,2,6.898,134,9.529,31,5,0,1,2,4.2,4.2,0,0.566666667,2,1,15,-4.702497
16,-15,16,6,0,3,22.33333333,2,-15,0,0,1,1,0,0,15,3,3.765,100,4.035,32,6,0,1,2,0,0,0,0.45,1,1,15,4.622395
16,-16,17,6,1,3,22.85,2,-16,1,1,1,3,1,0,16,3,16.61,95,13.825,33,6,0,0,2,0.516666667,0.516666667,0,2.05,1,1,16,4.711991
16,-17,18,6,1,3,23.31666667,2,-17,1,2,1,5,2,0,17,3,19.324,111,23.49,34,6,0,1,2,0.983333333,0.983333333,0,0.516666667,2,1,17,2.51854
16,-18,19,6,1,3,24.15,2,-18,1,3,1,1,3,0,18,3,4.726,94,6.422,35,6,0,1,2,1.816666667,1.816666667,0,0.466666667,2,1,18,5.043413
17,-19,19,7,0,3,24.81666667,3,-19,0,0,1,1,0,0,19,3,7.327,94,11.574,36,7,0,0,3,0,0,0,0.833333333,1,1,19,-6.256446
17,-19,20,7,0,3,25.35,3,-19,1,1,1,5,1,1,19,3,21.568,120,31.888,37,7,0,0,3,0.533333333,0.533333333,1,0.666666667,2,1,19,4.466312
18,-20,20,7,0,3,26.65,3,-20,0,2,1,4,2,1,20,3,56.626,93,56.569,38,7,0,1,3,1.833333333,1.833333333,0,0.533333333,1,1,20,-6.436616
18,-20,21,7,0,3,27.36666667,3,-20,0,3,1,1,3,0,20,3,4.925,124,7.11,39,7,0,0,3,2.55,2.55,0,1.3,2,1,20,1.946731
18,-21,22,7,0,3,28.08333333,3,-21,1,4,1,2,4,0,21,3,5.841,105,7.373,40,7,0,1,3,3.266666667,3.266666667,0,0.716666667,2,1,21,2.142639
19,-22,22,7,1,3,29.06666667,3,-22,1,5,1,8,5,0,22,3,28.704,104,28.396,41,7,0,1,3,4.25,4.25,0,0.716666667,1,1,22,-4.836874
20,-22,22,7,0,3,29.91666667,3,-22,1,6,1,3,6,0,22,3,12.416,122,21.781,42,7,1,1,3,5.1,5.1,0,0.983333333,1,1,22,-2.751015
